locality,bhk,area_sqft,age_years,floor,total_floors,parking_spaces,gym,swimming_pool,security,garden,elevator,furnishing,metro_distance_km,it_distance_km,price_lakhs
Pisoli,1,501,7,5,19,1,0,1,1,1,1,Unfurnished,7.7,8.1,23.08
Mundhwa,1,481,7,3,11,1,0,1,1,1,1,Semi-Furnished,1.1,8.1,52.58
Pimpri,3,1092,4,7,13,1,0,1,1,1,1,Semi-Furnished,3.4,1.2,102.79
Kalyani Nagar,3,1327,5,1,3,1,1,0,1,0,1,Fully-Furnished,1,21.9,243.29
Viman Nagar,2,942,18,8,15,2,1,0,1,1,1,Semi-Furnished,1.2,8.3,135.3
Kondhwa,3,1736,10,5,8,1,1,1,1,0,1,Fully-Furnished,0.6,1.2,167.27
Kondhwa,2,1197,25,7,14,1,1,0,1,0,1,Unfurnished,7,1.5,71.81
Wagholi,3,1572,4,5,14,1,1,1,1,1,1,Unfurnished,2,9.8,119.78
Kondhwa,1,490,21,1,10,0,1,0,1,1,1,Semi-Furnished,8.9,2.6,30.26
Kalyani Nagar,3,1647,11,8,20,1,1,0,0,1,1,Semi-Furnished,4.8,14.3,305.39
Mundhwa,1,660,24,5,7,2,1,1,1,1,1,Fully-Furnished,4.5,1.3,55.63
Chinchwad,2,775,16,16,16,1,0,1,0,0,1,Semi-Furnished,1.6,21.4,53.35
Viman Nagar,3,1670,19,1,5,1,0,0,0,1,1,Fully-Furnished,11.8,3.4,231.58
Aundh,2,956,5,13,16,1,0,0,1,1,1,Unfurnished,6.6,2,200.67
Warje,1,715,23,2,7,1,1,1,0,0,1,Unfurnished,2,5.7,49.92
Wakad,3,1726,19,8,18,1,0,0,1,0,1,Unfurnished,1.3,1.3,198.5
Hadapsar,3,1351,1,14,15,1,0,0,1,1,1,Semi-Furnished,1.1,3.2,152.76
Undri,3,1278,7,4,19,0,1,1,1,0,1,Fully-Furnished,3.1,11.8,131.07
Undri,3,1462,13,2,16,1,1,0,1,0,1,Unfurnished,3.8,3.7,118.2
Kondhwa,2,890,21,6,11,0,0,1,1,0,1,Semi-Furnished,2.6,1,71.91
Pimpri,1,707,24,18,18,1,1,1,1,1,1,Unfurnished,0.6,3.3,43.44
Pisoli,3,1389,20,5,6,0,1,0,1,1,1,Semi-Furnished,2.6,13,67.81
Warje,3,1524,1,11,14,1,1,0,1,1,1,Fully-Furnished,5.3,11,248.15
Bavdhan,3,1096,0,3,9,0,1,0,1,1,1,Semi-Furnished,2,18,116.2
Pimpri,2,923,21,6,14,2,0,0,0,0,1,Fully-Furnished,6.5,4.3,58.09
Pimpri,3,1417,5,9,9,1,1,0,1,0,1,Fully-Furnished,2.1,11.5,128.09
Baner,2,1079,19,8,20,1,0,1,0,0,1,Semi-Furnished,2.9,1.3,135
Kharadi,3,1403,6,8,11,1,1,1,1,1,1,Unfurnished,1.5,4.2,226.42
Wakad,1,557,9,18,19,0,1,0,1,0,1,Unfurnished,1.1,1.7,73.91
Mundhwa,3,1597,21,14,15,0,1,0,1,1,1,Unfurnished,2.4,2.3,136.38
Chinchwad,2,927,2,4,13,1,0,0,1,0,1,Semi-Furnished,8.9,3.1,78.38
Aundh,1,599,7,7,17,0,0,1,1,0,1,Semi-Furnished,1.1,12.1,98.22
Wagholi,2,1272,18,7,9,0,1,0,1,1,1,Unfurnished,12.9,1.3,61.25
Pimpri,3,1456,11,7,11,1,1,1,1,0,1,Fully-Furnished,1.5,2,130.07
Hinjewadi,2,928,22,9,10,1,0,1,1,1,1,Semi-Furnished,2.4,5.7,89.14
Wakad,3,1317,19,6,10,1,1,0,1,0,1,Semi-Furnished,5.1,1.1,164.32
Kalyani Nagar,2,1059,14,14,18,0,1,0,1,1,1,Fully-Furnished,2.2,4.8,229.06
Undri,3,923,4,3,5,0,1,0,1,1,1,Semi-Furnished,7.1,12.2,88.17
Undri,2,1165,24,4,7,0,1,0,1,0,1,Semi-Furnished,8.3,17.4,58.62
Kondhwa,3,798,4,19,20,1,0,1,1,0,1,Unfurnished,1.5,17,81.25
Baner,2,1037,16,6,16,1,0,1,1,0,1,Unfurnished,1.5,2.6,127.26
Undri,3,1422,10,1,5,2,1,1,1,0,1,Semi-Furnished,0.8,1.8,145.04
Hinjewadi,3,1499,5,3,6,1,1,1,1,0,1,Semi-Furnished,1.4,2.9,162.04
Aundh,2,962,20,3,5,1,0,0,1,0,1,Semi-Furnished,10.7,15.5,113.21
Kothrud,1,680,0,1,19,0,0,0,1,1,1,Fully-Furnished,7.7,1,75.51
Kharadi,1,605,19,6,18,1,1,0,1,0,1,Unfurnished,0.5,2.5,60.59
Kharadi,3,1771,22,3,8,1,1,1,1,1,1,Semi-Furnished,4.5,27.9,154.04
Wakad,3,1465,9,2,12,1,0,0,1,0,1,Semi-Furnished,2.8,3.6,177.32
Mundhwa,3,1399,14,13,20,1,1,1,0,0,1,Unfurnished,3.3,2.3,161.77
Undri,1,787,12,3,4,0,1,0,1,1,1,Semi-Furnished,2.7,24.2,56.76
Kondhwa,1,443,20,9,13,1,1,0,1,1,1,Unfurnished,4.9,1.9,32.6
Hinjewadi,2,766,6,11,12,1,1,0,0,0,1,Semi-Furnished,2.2,8.6,81.9
Mundhwa,2,1218,15,11,12,1,1,0,1,0,1,Semi-Furnished,3.1,3.1,121.86
Pisoli,2,912,20,12,13,0,0,1,1,0,1,Semi-Furnished,1.3,4.5,46.01
Bavdhan,3,1433,16,6,8,1,0,0,1,0,1,Unfurnished,2.3,18.1,169.95
Hadapsar,1,708,6,7,18,1,1,0,1,1,1,Unfurnished,1,5.2,68.55
Chinchwad,1,623,7,3,13,2,1,0,1,0,1,Unfurnished,4.3,3.3,55.93
Aundh,2,986,8,10,16,0,1,1,1,1,1,Semi-Furnished,2,11.1,168.7
Bavdhan,2,1114,6,9,18,1,1,0,1,0,1,Semi-Furnished,10.7,3.9,132.4
Aundh,1,629,3,2,6,2,1,0,1,1,1,Unfurnished,4,2.6,99.74
Warje,2,980,9,10,12,0,1,0,1,0,1,Unfurnished,1.8,2.9,101.94
Undri,1,400,16,4,4,1,0,0,1,0,1,Unfurnished,1.1,2.9,31.41
Mundhwa,2,990,23,4,7,1,0,1,1,0,1,Unfurnished,2.3,5.3,79.79
Hadapsar,1,716,0,3,7,1,0,0,1,1,1,Unfurnished,3.3,1.5,79.29
Warje,1,554,9,3,19,0,1,0,1,0,1,Semi-Furnished,3.2,7.7,51.99
Aundh,2,1076,9,6,20,0,1,0,1,0,1,Semi-Furnished,0.6,10.3,175.33
Mundhwa,3,1103,23,6,13,0,1,1,0,0,1,Unfurnished,0.9,16.3,80.59
Warje,3,1641,3,1,10,1,0,1,1,1,1,Semi-Furnished,2.9,1.7,187.3
Chinchwad,3,1203,12,8,17,1,1,0,1,0,1,Fully-Furnished,1.2,3.6,114
Hinjewadi,2,854,11,3,10,0,1,1,1,0,1,Unfurnished,1.9,3.5,92.71
Koregaon Park,2,905,9,1,7,1,1,0,1,0,1,Fully-Furnished,0.7,2.9,242.97
Kothrud,1,604,12,14,16,1,1,1,1,0,1,Semi-Furnished,5,10.8,62.37
Hinjewadi,3,1318,6,4,10,1,1,1,1,1,1,Unfurnished,4,2.9,183.87
Pashan,2,1023,24,12,16,1,0,0,0,1,1,Unfurnished,0.5,3.6,85.97
Mundhwa,2,1183,6,6,9,1,0,0,1,0,1,Semi-Furnished,4.9,2.8,119.16
Viman Nagar,2,911,21,5,8,2,1,1,1,1,1,Fully-Furnished,2.3,7.5,150.43
Hinjewadi,2,1102,14,3,10,1,1,1,1,1,1,Semi-Furnished,3.3,13.3,99.06
Kalyani Nagar,3,1495,25,1,5,0,1,1,1,0,1,Fully-Furnished,3,2.6,237.53
Kothrud,1,400,4,5,9,1,0,1,1,1,1,Semi-Furnished,3.1,12,51.92
Kharadi,2,1292,3,6,20,2,0,0,1,1,1,Unfurnished,2.7,1.3,199.69
Wagholi,2,993,22,4,11,2,1,0,1,1,1,Unfurnished,1.6,2,46.68
Warje,2,695,15,1,8,1,1,0,1,1,1,Semi-Furnished,1.4,4.1,67.08
Koregaon Park,4,1901,21,6,14,2,1,0,0,0,1,Unfurnished,0.8,8.5,445.92
Hinjewadi,1,659,25,6,9,0,1,1,1,1,1,Semi-Furnished,0.9,6.2,53.81
Mundhwa,3,1455,13,6,8,1,0,0,1,1,1,Semi-Furnished,3.6,4.1,173.65
Kharadi,1,547,7,5,12,1,1,0,1,1,1,Semi-Furnished,3.6,1.4,69.63
Baner,2,739,1,7,7,2,1,1,0,0,1,Fully-Furnished,2.9,1.7,157.21
Warje,1,699,21,7,11,1,1,1,1,0,1,Unfurnished,1,1.6,63.27
Kothrud,3,926,17,8,9,0,0,0,1,1,1,Fully-Furnished,0.8,6.2,145.79
Kondhwa,3,1431,0,7,7,1,0,0,0,1,1,Unfurnished,3.5,1.4,159.52
Baner,1,539,0,10,13,0,1,1,1,1,1,Unfurnished,1.4,3.4,87.59
Wakad,2,1022,1,2,7,2,1,0,1,0,1,Semi-Furnished,5.9,7.2,163.19
Aundh,1,632,22,4,5,1,1,0,0,1,1,Semi-Furnished,1.5,6.1,82.23
Kharadi,2,865,23,4,4,0,0,0,0,0,1,Fully-Furnished,8.5,1.1,75.63
Baner,1,708,10,3,10,1,1,0,1,1,1,Unfurnished,5.9,19.3,86.8
Pimpri,3,1497,23,9,10,0,1,1,1,0,1,Unfurnished,3.6,1.7,101.67
Undri,2,981,23,4,4,0,1,1,0,1,0,Semi-Furnished,0.6,3.2,81.25
Mundhwa,3,1508,2,6,11,1,1,0,1,1,1,Unfurnished,2.3,1.3,211.05
Viman Nagar,1,494,5,3,4,1,1,0,1,1,1,Fully-Furnished,8.4,6.1,66.44
Pashan,2,1039,4,7,15,2,1,1,1,1,1,Unfurnished,0.7,19,107.98
Kothrud,1,565,25,3,8,1,0,0,1,0,1,Unfurnished,1.8,6.7,38.47
Koregaon Park,2,1188,5,9,12,0,0,1,1,0,1,Fully-Furnished,1.4,2.9,370.11
Undri,4,1888,1,2,14,0,0,0,1,0,1,Fully-Furnished,0.6,5.6,216.96
Viman Nagar,2,733,0,11,12,0,1,1,1,0,1,Unfurnished,0.7,6.6,113.52
Chinchwad,2,917,11,3,7,1,1,0,1,0,1,Fully-Furnished,2.1,10.1,85.97
Aundh,3,1332,10,9,18,1,1,0,0,0,1,Unfurnished,2.9,2.1,260.51
Pisoli,4,1938,7,4,10,1,1,0,1,0,1,Semi-Furnished,0.6,10.3,137.87
Mundhwa,2,709,16,15,18,1,1,1,1,0,1,Semi-Furnished,2.9,1.5,68.91
Pimpri,3,1496,11,4,4,0,1,0,1,0,0,Unfurnished,1.1,2,131.35
Undri,4,2087,19,7,20,1,1,1,1,0,1,Semi-Furnished,0.6,1.3,213.52
Viman Nagar,2,1190,16,4,12,1,1,1,0,0,1,Unfurnished,1.7,3.2,172.76
Koregaon Park,1,445,20,3,16,1,1,1,1,0,1,Unfurnished,0.6,7.6,83.24
Pashan,3,1638,3,8,11,0,1,0,0,0,1,Fully-Furnished,4.6,6.6,263.94
Wakad,1,542,10,16,20,1,0,1,1,1,1,Semi-Furnished,0.9,1.7,67.7
Warje,1,685,19,3,4,1,1,0,1,1,1,Semi-Furnished,10.4,5.9,57.8
Baner,1,632,3,6,19,2,0,1,1,0,1,Semi-Furnished,3.4,8.6,110.19
Baner,2,1127,17,4,4,1,0,0,1,1,1,Unfurnished,0.7,7.9,158.8
Aundh,1,554,20,1,20,0,1,0,0,0,1,Unfurnished,3.6,2.9,65.62
Hinjewadi,4,1501,4,11,19,1,1,1,0,1,1,Semi-Furnished,4.2,2,232.26
Bavdhan,2,995,1,1,9,0,1,0,1,1,1,Unfurnished,7.9,2.2,101.05
Kharadi,2,1063,4,1,20,2,1,0,1,1,1,Unfurnished,2.6,13.1,123.01
Viman Nagar,3,1479,8,4,13,1,0,0,1,0,1,Semi-Furnished,1.3,1.9,245.96
Kondhwa,3,1571,6,2,8,0,1,1,1,0,1,Semi-Furnished,4.7,2.9,176.41
Chinchwad,3,966,21,5,9,1,0,1,1,1,1,Unfurnished,12.9,2.7,60.83
Kondhwa,1,504,0,3,9,1,0,1,1,0,1,Fully-Furnished,3,2.5,46.35
Mundhwa,3,1357,15,18,18,1,1,1,1,0,1,Unfurnished,7.3,1.5,144.57
Koregaon Park,2,1104,0,1,11,1,0,0,0,0,1,Unfurnished,1.1,18.3,243.21
Viman Nagar,4,1964,23,2,14,0,1,0,0,0,1,Unfurnished,3.9,2.8,245.38
Pashan,3,1282,25,2,9,2,1,1,0,1,1,Semi-Furnished,0.8,1.8,122.64
Koregaon Park,1,582,23,8,10,1,1,0,1,1,1,Semi-Furnished,5.3,1.8,98.33
Hinjewadi,1,635,12,1,15,0,1,0,0,0,1,Fully-Furnished,1.2,1.5,54.64
Baner,4,1678,8,12,12,1,1,0,1,1,1,Unfurnished,3.7,4.9,348.21
Koregaon Park,4,2095,1,16,16,1,1,1,1,0,1,Unfurnished,3.5,2.5,815.17
Wagholi,1,595,21,12,14,1,0,1,1,0,1,Semi-Furnished,7.1,5.2,27.46
Pashan,4,1925,24,3,12,1,1,0,1,0,1,Semi-Furnished,3.9,20.5,154.29
Mundhwa,2,1111,4,6,13,1,1,0,1,1,1,Unfurnished,0.8,8.6,116.89
Hinjewadi,2,967,17,3,8,2,1,1,1,1,1,Fully-Furnished,3.5,3.8,116.92
Kondhwa,2,727,16,5,6,0,1,1,0,0,1,Semi-Furnished,4.8,14.8,49.48
Hadapsar,2,1056,10,9,14,2,1,1,1,0,1,Semi-Furnished,1.4,1.3,126.84
Wakad,1,641,20,5,17,1,1,0,0,1,1,Semi-Furnished,3.5,7.4,61.16
Wakad,2,1131,2,4,12,1,0,0,1,1,1,Unfurnished,0.6,3.4,154.73
Koregaon Park,1,499,3,3,9,1,1,0,1,0,1,Fully-Furnished,5.7,2.3,135.01
Warje,1,493,19,6,12,1,0,0,1,0,1,Semi-Furnished,3.2,1.6,47.6
Kalyani Nagar,3,1558,1,11,18,1,0,0,1,1,1,Semi-Furnished,22.5,2.2,323.86
Bavdhan,3,1570,19,11,14,1,0,0,1,1,1,Semi-Furnished,10.6,13.4,137.92
Wagholi,1,745,7,4,6,1,0,1,1,0,1,Semi-Furnished,0.9,20,43.24
Pashan,1,540,13,1,6,1,1,1,0,1,1,Unfurnished,1.5,9.5,47.53
Kharadi,2,888,22,13,15,2,1,0,1,1,1,Semi-Furnished,1.8,20.9,84.88
Pashan,2,823,5,3,4,1,1,1,1,0,1,Unfurnished,1,22.4,106.06
Warje,3,1287,25,7,8,0,0,0,1,1,1,Unfurnished,0.7,1.3,118.76
Pashan,3,1442,3,2,6,0,1,1,1,0,1,Unfurnished,8.4,4.4,165.97
Bavdhan,1,581,16,11,14,1,1,0,1,1,1,Unfurnished,4.2,7.6,61.66
Baner,2,931,21,8,14,1,1,1,1,0,1,Unfurnished,3.5,1.4,107.17
Pisoli,1,655,6,12,17,1,1,1,1,1,1,Unfurnished,17.2,4.2,26.63
Kalyani Nagar,1,572,4,3,12,1,0,0,1,0,1,Semi-Furnished,5.3,5.5,124.82
Pimpri,2,968,0,3,12,1,0,0,1,1,1,Semi-Furnished,3.3,6,87.4
Viman Nagar,1,491,12,18,20,1,0,1,1,0,1,Semi-Furnished,0.8,1.1,76.15
Undri,2,948,2,4,8,1,1,1,1,1,1,Semi-Furnished,1.2,7.7,111.67
Bavdhan,1,607,10,1,15,0,1,0,1,1,1,Unfurnished,1,17.1,44.04
Hinjewadi,2,1216,25,14,19,1,1,0,1,0,1,Semi-Furnished,1,1,102.3
Bavdhan,2,1008,13,5,5,0,1,0,1,0,1,Unfurnished,2.3,4.6,111.82
Hadapsar,2,998,17,5,13,1,1,0,1,1,1,Semi-Furnished,4.3,3.9,86.27
Wagholi,3,1223,19,4,7,1,1,1,1,1,1,Unfurnished,5.5,5.4,76.42
Pimpri,3,1267,9,8,19,1,1,1,1,0,1,Unfurnished,3.5,9.9,92.24
Hadapsar,2,768,13,5,11,1,1,0,1,1,1,Fully-Furnished,6.6,6.5,71.11
Chinchwad,1,532,21,12,14,1,0,1,1,0,1,Semi-Furnished,1.2,5.9,28.16
Chinchwad,2,697,6,3,13,1,1,0,1,1,1,Fully-Furnished,3,13.4,50.24
Pashan,2,966,4,10,11,0,0,0,1,0,1,Unfurnished,4.3,5.4,124.82
Pimpri,3,1121,14,19,20,1,1,0,1,1,1,Semi-Furnished,2.4,2.4,92.3
Undri,2,963,15,13,16,1,0,0,1,1,1,Unfurnished,9.6,4.8,78.65
Baner,2,1106,17,9,20,0,0,1,1,0,1,Semi-Furnished,0.9,3.4,172.18
Kalyani Nagar,1,625,10,5,11,1,0,1,1,0,1,Semi-Furnished,2.3,8.5,111.59
Aundh,1,543,17,13,13,0,1,1,1,1,1,Fully-Furnished,2.1,14.1,78.85
Pisoli,3,1272,8,4,18,0,1,0,1,0,1,Unfurnished,2.7,1.4,83.42
Aundh,2,1098,0,5,10,1,1,1,1,0,1,Fully-Furnished,0.8,17.9,206.1
Bavdhan,3,1496,14,6,7,1,1,1,0,1,1,Unfurnished,1.3,7.3,172.7
Undri,2,1104,16,6,13,0,1,0,1,0,1,Unfurnished,3.4,12.1,85.5
Baner,2,965,22,3,15,1,0,0,1,0,1,Unfurnished,1.4,23.1,85.98
Aundh,2,1221,15,3,3,2,0,1,1,1,1,Unfurnished,4,2.2,212.42
Koregaon Park,2,881,23,14,17,0,0,0,1,1,1,Semi-Furnished,2.1,2.3,154.17
Kharadi,1,592,18,17,19,1,1,1,1,1,1,Unfurnished,1.7,1,66.24
Kharadi,1,695,22,2,20,0,1,0,0,0,1,Semi-Furnished,1,1.9,62.38
Kharadi,1,651,9,2,8,0,0,0,1,1,1,Fully-Furnished,0.6,5.9,84.71
Kharadi,2,851,15,6,16,0,1,0,1,0,1,Unfurnished,4.9,9.3,73.72
Kharadi,2,1087,24,12,17,1,0,1,1,0,1,Fully-Furnished,2.1,8.4,110.83
Pimpri,2,1143,0,17,19,1,0,0,1,1,1,Unfurnished,7.7,1.5,96.36
Mundhwa,3,1278,18,8,11,0,0,0,1,1,1,Semi-Furnished,5.4,10.5,116.77
Baner,4,1820,4,2,3,1,1,1,1,1,1,Semi-Furnished,0.7,1.8,406.16
Kondhwa,2,1358,19,13,15,0,1,0,1,0,1,Unfurnished,3.6,1.1,106.67
Baner,2,1108,11,2,12,1,1,0,1,0,1,Unfurnished,3.8,9.6,147.52
Koregaon Park,1,603,24,4,7,1,1,1,1,0,1,Unfurnished,2.3,4.5,100.21
Koregaon Park,3,1442,14,8,11,1,1,0,1,0,1,Fully-Furnished,2.6,8.2,363.99
Aundh,3,1162,20,3,6,1,0,1,1,1,1,Unfurnished,3.6,1.9,187.1
Chinchwad,2,1044,16,16,20,0,1,1,0,0,1,Unfurnished,1,17.4,77.4
Kondhwa,1,521,3,6,7,1,0,0,1,1,1,Unfurnished,3.5,2.5,47.21
Warje,2,1078,19,12,17,1,0,0,1,0,1,Semi-Furnished,12.1,4.5,93.93
Undri,2,1241,16,1,4,2,0,1,1,1,1,Semi-Furnished,0.9,5,104.05
Hinjewadi,1,513,6,5,5,1,0,0,1,1,1,Unfurnished,2.1,10.6,52.35
Bavdhan,3,1353,4,9,16,2,0,1,0,0,1,Semi-Furnished,6.7,1.7,197.85
Baner,1,547,5,4,18,0,1,1,1,1,1,Fully-Furnished,3.4,3.2,90.38
Pimpri,2,900,17,11,13,1,1,1,1,1,1,Semi-Furnished,3.6,2.3,69.62
Mundhwa,3,1534,7,1,10,1,0,1,1,1,1,Fully-Furnished,0.9,11.1,183.08
Kalyani Nagar,4,1551,9,2,11,1,1,1,1,1,1,Semi-Furnished,2.2,1.9,423.08
Hinjewadi,3,1606,22,17,20,1,1,0,1,0,1,Unfurnished,0.8,4.5,163.05
Undri,3,1529,21,3,5,2,0,0,1,0,1,Fully-Furnished,2.8,3.5,139.73
Hadapsar,3,1395,3,4,12,1,1,1,1,0,1,Semi-Furnished,2.4,4.4,190.89
Aundh,2,1042,19,6,8,0,0,0,0,0,1,Semi-Furnished,2.1,3,155.07
Koregaon Park,1,876,13,3,18,2,1,1,0,0,1,Semi-Furnished,1.3,8.9,184.46
Kalyani Nagar,1,400,11,11,14,1,0,1,1,0,1,Semi-Furnished,0.8,2.4,81.69
Kalyani Nagar,2,983,6,7,8,1,1,0,1,1,1,Unfurnished,1.1,4.1,235.84
Mundhwa,2,1073,2,9,17,0,1,0,1,0,1,Unfurnished,2.9,3.2,99.75
Warje,3,1501,21,8,8,1,0,0,1,1,1,Semi-Furnished,1.9,2.5,151.63
Chinchwad,3,1347,6,8,10,0,0,0,1,0,1,Unfurnished,4.8,2.2,109.84
Pashan,1,743,23,3,5,1,1,0,1,0,1,Unfurnished,1.7,5.1,57.57
Wagholi,3,1532,9,8,9,1,0,0,1,0,1,Fully-Furnished,0.7,10.6,108.65
Pimpri,2,1046,15,13,17,1,1,0,1,1,1,Semi-Furnished,1.8,7.4,72.62
Hadapsar,4,1957,24,1,8,1,0,0,0,1,1,Unfurnished,0.9,2,147.54
Kalyani Nagar,3,1231,7,16,19,2,1,1,1,1,1,Semi-Furnished,1.2,15.4,317.92
Hadapsar,3,1387,11,1,13,0,1,1,1,0,1,Semi-Furnished,8.2,4.9,127.33
Kondhwa,2,1139,12,19,19,1,1,0,1,1,1,Semi-Furnished,3.7,23.6,81.46
Wagholi,4,2017,14,3,4,1,1,1,1,0,1,Fully-Furnished,0.7,1.6,155.13
Mundhwa,2,1088,10,8,10,0,1,1,1,1,1,Semi-Furnished,2.6,2.8,126.88
Warje,2,930,16,1,10,0,1,0,0,0,1,Unfurnished,1.9,8.1,68.94
Pimpri,2,879,17,1,16,1,1,1,1,0,1,Semi-Furnished,0.6,1.5,57.77
Kalyani Nagar,2,1103,18,9,9,1,0,0,1,1,1,Semi-Furnished,3.5,9.1,202.14
Kharadi,2,673,6,3,3,1,0,0,1,0,1,Semi-Furnished,0.8,11.4,84.67
Chinchwad,3,1288,13,7,8,0,0,0,1,0,1,Semi-Furnished,2.7,4.3,117.37
Wagholi,2,1080,2,7,7,0,1,1,0,1,1,Semi-Furnished,3.1,4.9,86.54
Kharadi,1,687,14,2,13,1,1,0,1,0,1,Semi-Furnished,0.9,10,75.49
Baner,2,929,2,3,14,1,0,1,1,1,1,Semi-Furnished,1.4,3.3,156.18
Baner,4,1781,5,3,7,0,1,0,1,1,1,Semi-Furnished,2.1,22.6,248.81
Koregaon Park,2,1022,12,4,16,1,1,0,0,1,1,Semi-Furnished,0.7,10.1,221.17
Pisoli,3,2015,2,8,10,1,1,0,1,1,1,Unfurnished,3,1.9,160.66
Viman Nagar,1,539,11,3,3,2,1,0,1,1,1,Unfurnished,3.2,2.2,77.06
Mundhwa,2,898,24,5,6,0,1,1,1,0,1,Semi-Furnished,0.9,1.8,81.63
Kalyani Nagar,3,1599,20,4,13,1,1,0,1,0,1,Unfurnished,5.1,14.9,281.43
Hinjewadi,3,1230,12,3,7,1,1,0,1,0,1,Unfurnished,1.3,10.2,135.56
Chinchwad,2,884,0,6,12,0,0,0,1,1,1,Unfurnished,8.1,6.3,87.42
Wakad,1,518,8,6,13,1,0,0,1,0,1,Unfurnished,2,1.3,57.36
Wagholi,3,1187,2,19,20,1,1,1,1,0,1,Semi-Furnished,2,3.2,106.95
Kalyani Nagar,2,1101,13,3,5,0,0,0,1,1,1,Unfurnished,1,3.3,217.46
Undri,1,497,25,7,14,1,0,0,1,1,1,Unfurnished,5.3,7.1,27.64
Kharadi,1,550,18,6,6,1,1,1,0,1,1,Fully-Furnished,0.8,5.9,57.79
Bavdhan,1,548,16,10,11,1,1,0,1,0,1,Unfurnished,3.1,13.1,56.16
Warje,1,473,16,6,12,0,1,0,1,0,1,Semi-Furnished,1.9,10.3,40.09
Wakad,3,1670,8,1,18,2,1,0,1,0,1,Unfurnished,6.5,12.2,228.58
Pisoli,1,766,21,3,10,1,0,0,0,0,1,Unfurnished,4.7,5.7,28.51
Viman Nagar,2,1067,3,3,3,0,0,1,1,0,1,Unfurnished,4.3,1.5,177.86
Kothrud,2,806,13,11,15,1,0,1,1,0,1,Unfurnished,1.7,1.1,104.8
Viman Nagar,3,1619,21,8,10,1,0,0,0,0,1,Unfurnished,3.4,6.4,172.95
Kalyani Nagar,3,1308,16,4,12,1,1,0,1,0,1,Unfurnished,0.9,10.5,255.72
Kondhwa,1,600,14,5,14,1,1,1,1,0,1,Unfurnished,12.5,1.5,45.02
Kharadi,2,1147,14,1,7,1,1,0,1,1,1,Semi-Furnished,1.8,14.2,105
Hinjewadi,1,608,23,9,14,0,0,1,1,0,1,Semi-Furnished,3.2,6.3,43.06
Baner,2,889,3,5,10,0,0,1,1,1,1,Semi-Furnished,6.1,2.1,132.79
Kondhwa,3,1448,20,17,18,0,1,0,1,1,1,Semi-Furnished,4.8,7.3,122.74
Koregaon Park,2,1049,5,6,6,1,1,0,1,1,1,Semi-Furnished,6.6,3.8,263.89
Wakad,2,992,19,4,9,1,1,0,1,1,1,Semi-Furnished,1,3.5,122.81
Bavdhan,4,1769,0,1,5,1,0,0,0,0,1,Semi-Furnished,6.6,11.7,242.99
Baner,1,534,17,5,17,0,0,0,0,0,1,Semi-Furnished,4.4,2.9,57.42
Wakad,4,1726,20,7,17,0,1,1,0,0,1,Semi-Furnished,2.5,8.5,234.46
Aundh,1,499,22,9,11,0,1,1,1,0,1,Fully-Furnished,1.9,3.3,60.91
Bavdhan,3,1676,3,5,5,1,1,0,1,0,1,Unfurnished,1.8,4.7,260.63
Wagholi,3,1160,0,6,6,1,1,0,1,0,1,Unfurnished,1.5,14.5,94.97
Viman Nagar,3,1513,6,3,7,1,1,0,0,0,1,Fully-Furnished,3.6,1.1,341.15
Viman Nagar,2,1029,24,11,12,1,1,1,0,0,1,Unfurnished,2.9,3.2,153.19
Kalyani Nagar,2,983,21,4,16,0,0,0,1,0,1,Semi-Furnished,2.4,1.3,164.11
Kharadi,2,1107,16,17,20,2,1,1,1,1,1,Fully-Furnished,1.3,7.8,191.14
Kharadi,3,1315,19,19,20,0,1,0,1,0,1,Unfurnished,2.4,2.7,142.58
Mundhwa,1,673,23,1,3,1,0,0,1,1,0,Semi-Furnished,3.7,9.7,38.23
Kalyani Nagar,1,527,22,4,20,1,0,1,1,1,1,Unfurnished,1.5,20.6,67.05
Kharadi,2,1240,7,2,7,2,1,1,1,0,1,Semi-Furnished,0.5,4.7,192.34
Hadapsar,2,1011,2,5,11,1,0,0,1,1,1,Unfurnished,8.1,18.3,86.83
Aundh,3,979,2,5,19,1,0,1,1,1,1,Unfurnished,9.2,6.6,225.8
Kharadi,3,1388,10,1,3,1,1,1,1,1,1,Unfurnished,1.3,4.2,173.69
Kharadi,3,1855,25,1,5,1,1,1,1,1,1,Semi-Furnished,1.8,1.9,171.58
Kalyani Nagar,3,1658,23,3,3,0,0,0,0,1,1,Semi-Furnished,3.8,3.1,293.05
Kharadi,1,673,4,16,20,0,1,1,0,1,1,Unfurnished,10.8,12,75.97
Mundhwa,3,1543,10,8,15,0,1,0,1,0,1,Unfurnished,0.6,2.4,198.21
Aundh,2,1328,20,2,13,1,1,0,1,1,1,Unfurnished,2.9,7.8,171.73
Hinjewadi,3,1500,16,6,10,1,0,0,0,1,1,Semi-Furnished,0.8,3.7,140.75
Wagholi,3,1566,20,2,18,1,0,1,1,0,1,Unfurnished,14.5,2.6,82.43
Koregaon Park,3,985,24,6,19,0,0,1,1,1,1,Unfurnished,2.2,10.7,172.78
Kondhwa,1,673,17,1,19,0,1,1,1,1,1,Semi-Furnished,1.2,11.3,43.46
Aundh,2,818,12,9,9,1,0,0,1,0,1,Semi-Furnished,2.7,15.1,124.37
Kharadi,2,979,20,7,12,0,0,1,1,0,1,Semi-Furnished,6.3,3.5,93.73
